movieId,title,genres,directedBy,starring
44864,Friends with Money (2006),Comedy|Drama|Romance,Jos\u00e9e Dayan,Jeanne Moreau|Aymeric Demarigny|Christiane Rorato|Sophie Milleron|Justine L\u00e9vy|Stanislas Sauphanor
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical,Shinichir\u00f4 Watanabe,K\u00f4ichi Yamadera| Ai Kobayashi|Unsh\u00f4 Ishizuka|Megumi Hayashibara|Aoi Tada 
44929,Candy (2006),Drama|Romance,George Gallo,Eddie Griffin|Joe Howard|Matthew Brent|Robert Noble
44931,Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama,Ed Solomon,Billy Bob Thornton|Morgan Freeman|Holly Hunter|Kirsten Dunst
44937,Child|The (L'enfant) (2005),Crime|Drama,Aki Kaurism\u00e4ki,Markku Peltola|Kati Outinen|Juhani Niemel\u00e4|Kaija Pakarinen
44943,9/11 (2002),Documentary,Peter Segal,Adam Sandler|Jack Nicholson|Marisa Tomei|Luis Guzm\u00e1n|Jonathan Loughran
44972,Scary Movie 4 (2006),Comedy|Horror,Justin Lin,Parry Shen|Jason J. Tobin|Karin Anna Cheung|Roger Fan|John Cho
44974,Hard Candy (2005),Drama|Thriller,James Cameron,
45028,Prairie Home Companion|A (2006),Comedy|Drama|Musical,Rob Zombie,Sid Haig|Bill Moseley|Sheri Moon|Karen Black
45062,Sentinel|The (2006),Crime|Drama|Thriller,Lukas Moodysson,Oksana Akinshina|Artyom Bogucharsky|Lyubov Agapova|Liliya Shinkaryova|Elina Benenson|Pavel Ponomaryov
45074,Wild|The (2006),Adventure|Animation|Children|Comedy|Fantasy,Wiebke von Carolsfeld,Molly Parker|Stacy Smith|Marguerite McNeil|Ellen Page|Hollis McLaren
45081,Silent Hill (2006),Fantasy|Horror|Thriller,Austin Chick,Mark Ruffalo|Maya Stange|Kathleen Robertson|Kel O'Neill
45106,American Dreamz (2006),Comedy|Drama,Paul Hunter,Chow Yun-Fat|Seann William Scott|Jaime King|Karel Roden|Mako|Roger Yuan
45175,Kinky Boots (2005),Comedy|Drama,Linda Mendoza,Roselyn Sanchez|Sof\u00eda Vergara|Jaci Velasquez|Eduardo Ver\u00e1stegui|Lisa Vidal|Freddy Rodr\u00edguez
45183,Protector|The (a.k.a. Warrior King) (Tom yum goong) (2005),Action|Comedy|Crime|Thriller,Christopher Guest,Harry Shearer|Michael McKean|Christopher Guest|Eugene Levy|Catherine O'Hara|Paul Dooley|Fred Willard|Bob Balaban|John Michael Higgins|Jane Lynch
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,Andrew Davis,Sigourney Weaver|Jon Voight|Tim Blake Nelson|Shia LaBeouf|Khleo Thomas|Patricia Arquette|Dul\u00e9 Hill
45208,RV (2006),Adventure|Children|Comedy,John Whitesell,Jamie Kennedy|Taye Diggs|Anthony Anderson|Regina Hall|Blair Underwood|Damien Dante Wayans|Ryan O'Neal|Bo Derek|Jeffrey Tambor|Kal Penn|Nick Swardson|Keili Lefkovitz|Greg Grunberg|J.P. Manoux|Niecy Nash|Terry Crews|Noel Gugliemi|Damion Poitier|Snoop Dogg|Felli Fel|Hi-C|Hal Fishman|Big Boy|Ken Lawson|Christa Campbell|Giuliana DePandi|Mike Epps|Lester Speight
45210,United 93 (2006),Crime|Drama,Jacques Perrin|Jacques Cluzaud,Jacques Perrin
45221,Stick It (2006),Comedy,Anders Thomas Jensen,S\u00f8ren Pilmark|Mads Mikkelsen|Iben Hjejle|Nikolaj Lie Kaas|Frits Helmuth|Ulrich Thomsen|Ole Thestrup
45361,American Haunting|An (2005),Drama|Horror|Mystery|Thriller,Sam Peckinpah,Dustin Hoffman|Susan George|Peter Vaughan|T.P. McKenna|Del Henney|Jim Norton
45382,Down in the Valley (2005),Drama|Romance,Bert I. Gordon,Peter Graves|Peggie Castle|Morris Ankrum|Than Wyenn|Thomas Browne Henry|Richard Benedict
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,Robert Wise,Arthur Hill|David Wayne|James Olson|Kate Reid|Paula Kelly|George Mitchell
45440,Art School Confidential (2006),Comedy|Drama,John Flynn,Edward Furlong|Frank Langella|T. Ryder Smith|Amy Hargreaves|James Marsh|Victor Ertmanis
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX,Fran\u00e7ois Truffaut,Oskar Werner|Julie Christie|Cyril Cusack|Anton Diffring|Bee Duffell
45447,Da Vinci Code|The (2006),Drama|Mystery|Thriller,Sam Jones,Jeff Tweedy|John Stirratt|Leroy Bach|Glenn Kotche
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,John Frankenheimer,Lee Marvin|Fredric March|Robert Ryan|Jeff Bridges|Bradford Dillman
45501,Break-Up|The (2006),Comedy|Drama|Romance,Ivan Reitman,Robert Redford|Debra Winger|Daryl Hannah|Brian Dennehy|Terence Stamp
45503,Peaceful Warrior (2006),Drama,Arthur Hiller,Beau Bridges|Stockard Channing|Robert Sean Leonard|Mary Stuart Masterson|Cybill Shepherd|Ron Silver
45517,Cars (2006),Animation|Children|Comedy,Henry Winkler,Billy Crystal|Alan King|JoBeth Williams|Janet Carroll|David Ackroyd
45635,Notorious Bettie Page|The (2005),Drama,Mitch Davis,Christopher Gorham|Anne Hathaway|Joe Folau
45648,Game 6 (2005),Comedy|Drama,Malcolm Mowbray,Michael Palin|Maggie Smith|Denholm Elliott|Richard Griffiths|Tony Haygarth
45658,On a Clear Day (2005),Drama,Carl Reiner,Kirstie Alley|Scott Bakula|Jami Gertz|Ed O'Neill|Bill Pullman|Sam Elliott
45662,Omen|The (2006),Horror|Thriller,Herbert Ross,Kathleen Turner|Dennis Quaid|Fiona Shaw|Stanley Tucci|Larry Miller
45666,Nacho Libre (2006),Comedy,Michael Ritchie,Goldie Hawn|Wesley Snipes|Woody Harrelson|Swoosie Kurtz
45668,Lake House|The (2006),Drama|Fantasy|Romance,Sidney Lumet,Diana Ross|Michael Jackson|Nipsey Russell|Ted Ross
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,Philippe de Broca,Jean-Paul Belmondo|Claudia Cardinale|Jess Hahn|Marcel Dalio|Jean Rochefort|Philippe Lemaire
45720,Devil Wears Prada|The (2006),Comedy|Drama,Jerry Rees,Kim Basinger|Alec Baldwin|Robert Loggia|Elisabeth Shue|Armand Assante|Paul Reiser
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,G\u00e9rard Lauzier,G\u00e9rard Depardieu|Marie Gillain|Patrick Mille|Catherine Jacob
45726,You|Me and Dupree (2006),Comedy,Paul Mazursky,Bette Midler|Woody Allen|Bill Irwin|Daren Firestone|Rebecca Nickels
45728,Clerks II (2006),Comedy,John Erman,Bette Midler|John Goodman|Trini Alvarado|Stephen Collins|Marsha Mason|Eileen Brennan
45730,Lady in the Water (2006),Drama|Fantasy|Mystery,James Foley,Edward Burns|Rachel Weisz|Andy Garcia|Dustin Hoffman|Paul Giamatti|Donal Logue
45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,James Mangold,John Cusack|Ray Liotta|Amanda Peet|John Hawkes|Clea Duvall
45880,Marie Antoinette (2006),Drama|Romance,Fred Schepisi,Michael Douglas|Kirk Douglas|Rory Culkin|Cameron Douglas|Diana Douglas
45928,Who Killed the Electric Car? (2006),Documentary,Rick de Oliveira,Benjamin Fletcher|Nicole Frilot|Roxanne Frilot|Brittany Brown-Hart
45950,Inconvenient Truth|An (2006),Documentary,Matt Dillon,Matt Dillon|James Caan|Natascha McElhone|G\u00e9rard Depardieu
45969,Career Opportunities (1991),Comedy|Romance,Ted Demme|Richard LaGravenese,Martin Scorsese|Robert Altman|Peter Bogdanovich|Ellen Burstyn|Francis Ford Coppola|Roger Corman|Bruce Dern|Clint Eastwood|Milos Forman|William Friedkin|Dennis Hopper|Sidney Lumet|Sydney Pollack
46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance,Andrey Konchalovskiy,Yuliya Vysotskaya|Yevgeni Mironov|Sultan Islamov|Stanislav Varkki|Yelena Fomina
46105,I Am a Sex Addict (2005),Comedy|Documentary|Romance,Jordan Melamed,Don Cheadle|Joseph Gordon-Levitt|Zooey Deschanel|Elden Henson|Cody Lightning
46231,Stoned (2005),Drama,Daniel Algrant,Al Pacino|Kim Basinger|Ryan O'Neal|T\u00e9a Leoni
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama,Jeffrey Blitz,Harry Altman|Angela Arenivar|Ted Brigham|April DeGideo|Neil Kadakia
46335,Fast and the Furious: Tokyo Drift|The (Fast and the Furious 3|The) (2006),Action|Crime|Drama|Thriller,Jim Fall,Hilary Duff|Adam Lamberg|Hallie Todd|Robert Carradine|Ashlie Brillault
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy,Bryan Singer,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen|James Marsden|Anna Paquin|Rebecca Romijn|Brian Cox|Alan Cumming|Bruce Davison|Aaron Stanford|Shawn Ashmore|Kelly Hu|Katie Stuart|Daniel Cudmore
46347,Metal: A Headbanger's Journey (2005),Documentary,Karen Moncrieff,David Strathairn|Agnes Bruckner|Margaret Colin|Frances Fisher|A.J. Buckley
46367,Public Eye|The (1992),Crime|Thriller,John Malkovich,Javier Bardem|Juan Diego Botto|Laura Morante|Elvira M\u00ednguez|Alexandra Lencastre|Oliver Cotton|Lu\u00eds Miguel Cintra
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,Bahman Ghobadi,Shahab Ebrahimi|Faegh Mohamadi|Allah-Morad Rashtian|Rojan Hosseini|Saeed Mohammadi
46559,Road to Guantanamo|The (2006),Drama|War,Richard Kwietniowski,Philip Seymour Hoffman|Minnie Driver|John Hurt|Maury Chaykin|Ian Tracey
46572,Edmond (2005),Drama|Thriller,Steve Carr,Eddie Murphy|Steve Zahn|Regina King|Anjelica Huston
46574,OH in Ohio|The (2006),Comedy,Patrice Leconte,Jean Rochefort|Johnny Hallyday|Jean-Fran\u00e7ois St\u00e9venin|Charlie Nelson|Pascal Parmentier
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,Chris Hegedus|D.A. Pennebaker,
46664,Fallen Idol|The (1948),Drama|Mystery|Thriller,Neil LaBute,Gretchen Mol|Paul Rudd|Rachel Weisz|Fred Weller
46723,Babel (2006),Drama|Thriller,Miles Swain,Larry Sullivan|Steve Braun|Ray Baker|James Handy|Alexis Arquette
46772,Strangers with Candy (2005),Comedy,Alfredo De Villa,Tomas Milian|Manny Perez|Danny Hoch|Jude Ciccolella|Andrea Navedo|Bobby Cannavale|David Zayas|Callie Thorne|Judy Reyes
46850,Wordplay (2006),Documentary,Baltasar Korm\u00e1kur,Hilmir Sn\u00e6r Gu\u00f0nason|Victoria Abril|Hanna Mar\u00eda Karlsd\u00f3ttir|Baltasar Korm\u00e1kur|\u00d3lafur Darri \u00d3lafsson
46855,Army of Shadows (L'arm??e des ombres) (1969),Action|Drama|Thriller|War,Richard Attenborough,Michael Douglas|Terrence Mann|Alyson Reed|Cameron English|Vicki Frederick|Audrey Landers
46862,Orchestra Rehearsal (Prova d'orchestra) (1978),Drama,Julien Temple,Patsy Kensit|Eddie O'Connell|David Bowie|James Fox|Ray Davies
46865,Little Man (2006),Comedy,Stan Lathan,Rae Dawn Chong|Guy Davis|Jon Chardiet|Leon W. Grant|Saundra Santiago|Lee Chamberlin
46948,Monster House (2006),Animation|Children|Fantasy|Mystery,Sam Firstenberg,Lucinda Dickey|Adolfo Quinones|Michael Chambers|Jo De Winter|Ice-T
46965,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,Joel Silberg,Lucinda Dickey|Adolfo Quinones|Michael Chambers|Ben Lokey|Ice-T
46967,Scoop (2006),Comedy|Fantasy|Mystery,Hayao Miyazaki,Mayumi Tanaka|Keiko Yokozawa|Kotoe Hatsui|Minori Terada|James Van Der Beek|Anna Paquin|Cloris Leachman|Mark Hamill|Mandy Patinkin|Andy Dick|Scott Menville
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,Mira Nair,Uma Thurman|Juliette Lewis|Gena Rowlands|Ben Gazzara
46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,Joel Silberg,J. Eddie Peck|Jennifer Lopez
46974,World Trade Center (2006),Drama,Alan Rudolph,Meat Loaf|Kaki Hunter|Art Carney|Gailard Sartain
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,Edward Dmytryk,George Peppard|Alan Ladd|Robert Cummings|Martha Hyer
47044,Miami Vice (2006),Action|Crime|Drama|Thriller,George Cukor,Gene Kelly|Mitzi Gaynor|Kay Kendall|Taina Elg
47099,Pursuit of Happyness|The (2006),Drama,John Sturges,Burt Lancaster|Kirk Douglas|Rhonda Fleming|Jo Van Fleet|John Ireland
47122,John Tucker Must Die (2006),Comedy|Romance,Charles Walters,Bing Crosby|Grace Kelly|Frank Sinatra|Celeste Holm|John Lund|Louis Calhern|Sidney Blackmer|Louis Armstrong
47124,Ant Bully|The (2006),Adventure|Animation|Children|Comedy|Fantasy|IMAX,George Sidney,Kathryn Grayson|Howard Keel|Ann Miller|Keenan Wynn
47200,Crank (2006),Action|Thriller,Andy Wachowski|Larry Wachowski,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Jada Pinkett Smith|Monica Bellucci|Lambert Wilson|Gloria Foster|Harold Perrineau Jr.|Nona Gaye
47202,Secret Life of Words|The (2005),Drama|Romance,Guy Maddin,Zhang Wei-Qiang|Tara Birtwhistle|Dave Moroni
47254,Chaos (2005),Action|Crime|Drama|Thriller,Peyton Reed,Ren\u00e9e Zellweger|Ewan McGregor|David Hyde Pierce
47261,Night Listener|The (2006),Fantasy|Mystery|Thriller,Angela Christlieb|Stephen Kijak,Jack Angstreich|Eric Chadbourne|Bill Heidbreder|Roberta Hill
47382,Step Up (2006),Drama|Romance,Kristen Coury,Greg Lauren|Christopher Gartin
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy,C\u00e9dric Klapisch,Romain Duris|C\u00e9cile De France|Judith Godr\u00e8che|Audrey Tautou|Kelly Reilly
47404,Mind Game (2004),Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,Jim Malone|Kunihiko Yuyama,Addie Blaustein|Rachael Lillis|Eric Stuart III|Veronica Taylor
47423,Half Nelson (2006),Drama,Tom Shadyac,Jim Carrey|Jennifer Aniston|Morgan Freeman|Steve Carell|Philip Baker Hall|Catherine Bell
47446,Moustache|La (2005),Drama|Mystery|Thriller,Andrew Fleming,Michael Douglas|Albert Brooks|Ryan Reynolds|Lindsay Sloane
47465,Tideland (2005),Drama|Fantasy|Thriller,AJ Schnack,John Flansburgh|John Linnell|Gina Arnold|Michael Azerrad
47491,Adam's Apples (Adams ?�bler) (2005),Comedy|Drama,Emanuele Crialese,Valeria Golino|Vincenzo Amato|Francesco Casisa|Veronica D'Agostino
47516,Material Girls (2006),Children|Comedy|Drama,Andrew Stanton,Albert Brooks|Ellen DeGeneres|Alexander Gould|Willem Dafoe|Brad Garrett|Allison Janney|Austin Pendleton|Stephen Root|Vicki Lewis|Geoffrey Rush|Elizabeth Perkins|Barry Humphries|Eric Bana|Bruce Spence|Erik Per Sullivan|John Ratzenberger
47518,Accepted (2006),Comedy,F. Gary Gray,Mark Wahlberg|Charlize Theron|Donald Sutherland|Jason Statham|Seth Green|Mos Def|Edward Norton
47538,Crime Busters (1977),Action|Adventure|Comedy|Crime,Rob Schmidt,Desmond Harrington|Eliza Dushku|Emmanuelle Chriqui|Jeremy Sisto|Kevin Zegers|Lindy Booth|Julian Richings
47566,Born to Kill (1947),Crime|Drama|Film-Noir,Andrew Jarecki,Arnold Friedman|David Friedman|Elaine Friedman|Jesse Friedman
47610,Illusionist|The (2006),Drama|Fantasy|Mystery|Romance,Aluisio Abranches,Tuca Andrada|Cassiano Carneiro|Enrique Diaz|Taveira J\u00fanior
47629,The Queen (2006),Drama,Kaige Chen,Yun Tang|Peiqi Liu|Hong Chen|Zhiwen Wang|Kaige Chen
47640,Beerfest (2006),Comedy,John Singleton,Paul Walker|Tyrese Gibson|Eva Mendes|Cole Hauser|Ludacris
47644,Invincible (2006),Drama,Peter Sehr,Adrien Brody|Charlotte Ayanna|Jon Seda|August Diehl|Pam Grier
47646,Idlewild (2006),Crime|Drama|Musical,Niki Caro,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis
47721,Red Balloon|The (Ballon rouge|Le) (1956),Children|Fantasy,Henry Hathaway,Steve McQueen|Karl Malden|Brian Keith|Arthur Kennedy|Suzanne Pleshette
47725,Angel-A (2005),Comedy|Drama|Fantasy|Romance,John Woo,Leslie Cheung|Chow Yun-Fat|Kong Chu|Cherie Chung|Fung Woo|Kenneth Tsang
47736,Chump at Oxford|A (1940),Comedy,Gillies MacKinnon,Jonathan Pryce|James Wilby|Jonny Lee Miller|Stuart Bunce
47774,Icicle Thief|The (Ladri di saponette) (1989),Comedy|Fantasy,Rouben Mamoulian,Fred Astaire|Cyd Charisse|Janis Paige|Peter Lorre
47793,Puffy Chair|The (2006),Drama|Romance,Norman Tokar,Dean Jones|Nancy Olsen|Harry Morgan|Keenan Wynn
47810,Wicker Man|The (2006),Horror|Mystery|Thriller,Elliot Silverstein,Richard Harris|Judith Anderson|Jean Gascon
47894,Wind That Shakes the Barley|The (2006),Drama|War,Laetitia Masson,Sandrine Kiberlain|Sergio Castellitto|Jean-Fran\u00e7ois St\u00e9venin
47937,Severance (2006),Comedy|Horror|Thriller,George Sherman|John Wayne,John Wayne|Richard Boone|Patrick Wayne|Christopher Mitchum
47950,Hollywoodland (2006),Crime|Drama|Mystery|Thriller,George A. Romero,Lane Carroll|Will MacMillan|Harold Wayne Jones
47952,Covenant|The (2006),Action|Horror|Thriller,Francis Ford Coppola,William Campbell|Luana Anders|Bart Patton|Mary Mitchel
47970,Last Kiss|The (2006),Comedy|Drama,Marcel Carn\u00e9,Louis Jouvet|Fran\u00e7oise Rosay|Michel Simon|Jean-Pierre Aumont|Jean-Louis Barrault
47978,SherryBaby (2006),Drama,Lee H. Katzin,Steve McQueen|Siegfried Rauch|Elga Andersen|Ronald Leigh-Hunt
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,Jean-Xavier de Lestrade,
47999,Jesus Camp (2006),Documentary|Drama,Howard Hawks,John Wayne|Jorge Rivero|Jennifer O'Neill|Jack Elam
48001,Bow|The (Hwal) (2005),Drama|Romance,John Polson,Linus Roache|Danielle Cormack|Ian Bliss|Roy Billing
48032,Tiger and the Snow|The (La tigre e la neve) (2005),Comedy|Drama|Romance|War,Frank Perry|Sydney Pollack,Burt Lancaster|Janet Landgard|Janice Rule|Tony Bickley
48043,Fountain|The (2006),Drama|Fantasy|Romance,Federico Fellini,Alberto Sordi|Brunella Bovo|Leopoldo Trieste|Giulietta Masina
48045,Fear City: A Family-Style Comedy (La cit?? de la peur) (1994),Comedy,Byron Haskin,Bobby Driscoll|Robert Newton|Basil Sydney|Walter Fitzgerald
48082,Science of Sleep|The (La science des r?�ves) (2006),Comedy|Drama|Fantasy|Romance,Dario Argento|George A. Romero,Adrienne Barbeau|Ramy Zada|Bingo O'Malley|Jeff Howell
48142,Black Dahlia|The (2006),Crime|Drama|Mystery|Thriller,Charles Walters,Cary Grant|Samantha Eggar|Jim Hutton|John Standing
48150,Woods|The (2006),Horror,Jamie Uys,Paddy O'Byrne
48161,Gridiron Gang (2006),Drama,Anthony Mann,James Stewart|Arthur Kennedy|Julie Adams|Rock Hudson
48214,Land of Plenty (Angst and Alienation in America) (2004),Drama,Michael Schultz,Franklyn Ajaye|Sully Boyar|Richard Brestoff|George Carlin
48262,Bridge|The (2006),Documentary,Robert Mulligan,Rock Huson|Gina Lollobrigida|Sandra Dee|Bobby Darin
48304,Apocalypto (2006),Adventure|Drama|Thriller,George Marshall,Marlene Dietrich|James Stewart|Mischa Auer|Charles Winninger
48319,Flyboys (2006),Action|Adventure|Drama|War,Sydney Pollack,Robert Redford|Jane Fonda|Valerie Perrine|Willie Nelson
48322,Jackass Number Two (2006),Comedy|Documentary,Abe Levitow,Judy Garland|Robert Goulet|Red Buttons|Paul Frees
48326,All the King's Men (2006),Drama,Federico Fellini,Sergio Rubini|Antonella Ponziani|Maurizio Mein|Paola Liguori|Anita Ekberg|Marcello Mastroianni
48342,Conversations with Other Women (2005),Comedy|Drama|Romance,Bryan Forbes,George Segal|Tom Courtenay|James Fox|Patrick O'Neal
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,Christian Duguay,Pierce Brosnan|Ron Silver|Ben Cross|Lisa Eilbacher
48394,Pan's Labyrinth (Laberinto del fauno|El) (2006),Drama|Fantasy|Thriller,James Ivory,Paul Newman|Joanne Woodward|Blythe Danner|Kyra Sedgwick
48412,Guardian|The (2006),Action|Adventure|Drama,James Neilson,James Stewart|Audie Murphey|Dan Duryea|Dianne Foster|Elaine Stewart|Brandon De Wilde|Jay C. Flippen|Robert J. Wilke|Hugh Beaumont|Jack Elam|Paul Fix|Donald Curtis|Ellen Corby
48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,Andrew V. McLaglen,James Stewart|Maureen O'Hara|Brian Keith|Juliet Mills
48416,School for Scoundrels (2006),Comedy|Crime,Andrew V. McLaglen,James Stewart|Doug McClure|Glenn Corbett|Patrick Wayne
48516,Departed|The (2006),Crime|Drama|Thriller,Barnet Kellman,Dolly Parton|James Woods|Griffin Dunne|Michael Madsen|Teri Hatcher
48518,Texas Chainsaw Massacre: The Beginning|The (2006),Horror|Thriller,John Landis,Sylvester Stallone|Marisa Tomei| Peter Riegert|Chazz Palminteri|Joey Travolta|Tim Curry
48520,Employee of the Month (2006),Comedy,Randall Miller,Marlon Wayans|Kadeem Hardison|David Paymer|Michael Michele
48560,Running With Scissors (2006),Comedy|Drama,Anthony Mann,James Stewart|Ruth Roman|Corinne Calvert|Walter Brennan
48593,Man of the Year (2006),Comedy|Thriller,Lionel Jeffries,Dinah Sheridan|Bernard Cribbins|William Mervyn|Iain Cuthbertson|Jenny Agutter
48596,Marine|The (2006),Action|Drama|Thriller,Don Siegel,Shirley MacLaine|Clint Eastwood|Manuel F\u00e1bregas|Alberto Morin
48598,Infamous (2006),Drama,Anthony Mann,James Stewart|Shelley Winters|Dan Duryea|Stephen McNally
48638,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),Drama|Romance,D.A. Pennebaker,David Bowie|Mick Ronson|Trevor Bolder
48649,Chapayev (1934),Drama|War,Raoul Walsh,Van Heflin|Aldo Ray|Mona Freeman|Nancy Olson
48678,Feast (2005),Action|Comedy|Horror|Thriller,Vincente Minnelli,Glenn Ford|Shirley Jones|Stella Stevens|Ron Howard
48696,Little Children (2006),Drama|Romance,Dziga Vertov,
48698,Deliver Us from Evil (2006),Documentary,Raoul Walsh,Errol Flynn|James Brown|William Prince|George Tobias
48738,Last King of Scotland|The (2006),Drama|Thriller,George Waggner,John Wayne|Patricia Neal|Ward Bond|Scott Forbes
48741,U.S. vs. John Lennon|The (2006),Documentary,Michael Caton-Jones,Robert De Niro|Ellen Barkin|Leonardo DiCaprio|Jonah Blechman
48744,Shortbus (2006),Comedy|Drama|Romance,Henry Hathaway,James Cagney|Annabella|Richard Conte|Frank Latimore|Sam Jaffe
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,Walter Grauman,Cliff Robertson|George Chakiris|Maria Perschy|Harry Andrews
48780,Prestige|The (2006),Drama|Mystery|Sci-Fi|Thriller,Robert Aldrich,Jack Palance|Eddie Albert|Lee Marvin|Robert Strauss
48783,Flags of Our Fathers (2006),Drama|War,Joel Coen,John Turturro|John Goodman|Judy Davis|Michael Lerner
48872,13 Tzameti (2005),Film-Noir|Thriller,Guy Hamilton,Harry Andrews|Michael Caine|Trevor Howard|Curd J\u00fcrgens|Ian McShane|Kenneth More|Laurence Olivier|Nigel Patrick|Christopher Plummer|Michael Redgrave|Ralph Richardson|Robert Shaw|Patrick Wymark|Susannah York|Michael Bates|Robert Flemyng|Isla Blair|Barry Foster|Edward Fox|James Cosmo|Jack Gwillim
48877,Saw III (2006),Crime|Horror|Thriller,Fernando Trueba,Pen\u00e9lope Cruz|Miriam D\u00edaz Aroca|Gabino Diego|Fernando Fern\u00e1n G\u00f3mez
48879,Catch a Fire (2006),Drama|Thriller,Raoul Walsh|Louis R. Loeffler,John Wayne|Marguerite Churchill|El Brendel|Tully Marshall|Tyrone Power Sr.
48883,Death of a President (2006),Crime|Drama|Mystery|Thriller,Fritz Lang,Gary Cooper|Lilli Palmer|Robert Alda|Vladimir Sokoloff
48982,Flushed Away (2006),Animation|Comedy,Michael Curtiz|John Wayne,John Wayne|Stuart Whitman|Ina Balin|Nehemiah Persoff
48997,Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller,Ralph Nelson,James Garner|Sidney Poitier|Bibi Andersson|Dennis Weaver
49013,Santa Clause 3: The Escape Clause|The (2006),Comedy|Fantasy,Robert Aldrich,James Stewart|Richard Attenborough|Peter Finch|Hardy Kr\u00fcger|Ernest Borgnine|Ian Bannen|Ronald Fraser|Christian Marquand|Dan Duryea|George Kennedy|Gabriele Tinti|Alex Montoya
49110,Mom and Dad Save the World (1992),Comedy|Sci-Fi,Mark Robson,Paul Newman|Joanne Woodward|Myrna Loy|Ina Balin
49130,Good Year|A (2006),Comedy|Drama|Romance,John Huston,Deborah Kerr|Robert Mitchum
49132,Shut Up & Sing (2006),Documentary,Peter Yates,Robert Redford|George Segal|Ron Leibman|Paul Sand
49220,For Your Consideration (2006),Comedy,Martin Ritt,Paul Newman|Joanne Woodward|Anthony Franciosa|Orson Welles
49263,Fuck (2005),Comedy|Documentary,Robert J. Flaherty,Coleman 'Tiger' King|Maggie Dirrane|Michael Dillane|Pat Mullin
49265,Shooting Dogs (a.k.a. Beyond the Gates) (2005),Documentary|Drama|War,Costa-Gavras,Jessica Lange|Armin Mueller-Stahl|Frederic Forrest|Donald Moffat
49272,Casino Royale (2006),Action|Adventure|Thriller,Henry Hathaway,John Wayne|Stewart Granger|Ernie Kovacs|Fabian|Capucine|Mickey Shaughnessy|Karl Swenson|Kathleen Freeman|John Qualen|Stanley Adams
49274,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX,Claude Chabrol,Michael Duchaussoy|Caroline Cellier|Jean Yanne|Anouk Ferjac
49276,Let's Go to Prison (2006),Comedy,Lewis Gilbert,Kenneth More|Dana Wynter|Carl M\u00f6hner|Laurence Naismith
49278,D??j?� Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller,John Guillermin,George Peppard|James Mason|Ursula Andress|Jeremy Kemp
49280,Bobby (2006),Drama,Henry Hathaway,James Mason|Cedric Hardwicke|Jessica Tandy|Luther Adler
49284,10 Items or Less (2006),Comedy|Drama|Romance,Orson Welles,Anthony Perkins|Arnoldo Fo\u00e0|Jess Hahn|Billy Kearns
49286,Holiday|The (2006),Comedy|Romance,John Huston,Burt Lancaster|Audrey Hepburn|Audie Murphy|John Saxon
49314,Harsh Times (2006),Action|Crime|Drama,Andrew V. McLaglen,John Wayne|Rock Hudson|Antonio Aguilar|Roman Gabriel|Lee Meriwether
49347,Fast Food Nation (2006),Drama,Steve Yeager,John Waters|Susan Lowe|Jean Hill|Steve Buscemi
49389,The Great Train Robbery (1903),Crime|Western,Brian Robbins,Kel Mitchell|Kenan Thompson|Sinbad|Abe Vigoda
49396,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical,Derek Jarman,Jenny Runacre|Nell Campbell|Toyah Willcox|Jordan
